scenario_name,retirement_age,pension_before_tax_eur,retirement_spending_before_tax_eur,kids_target_fund_eur,house_project_cost_eur,inflation_pct,expected_return_pct,required_monthly_retirement_saving_eur,required_monthly_education_saving_eur,required_monthly_house_saving_eur,total_required_monthly_saving_eur
ret66_p60k_sp60k_kids10k_house50k_infl2_0_r6_0,66,60000.0,60000.0,10000.0,50000.0,2.0,6.0,0.0,337.2865901157168,21.51112579657632,358.79771591229314
ret66_p70k_sp60k_kids10k_house50k_infl2_0_r6_0,66,70000.0,60000.0,10000.0,50000.0,2.0,6.0,0.0,337.2865901157168,21.51112579657632,358.79771591229314
ret66_p85k_sp60k_kids10k_house50k_infl2_0_r6_0,66,85000.0,60000.0,10000.0,50000.0,2.0,6.0,0.0,337.2865901157168,21.51112579657632,358.79771591229314
ret66_p85k_sp80k_kids10k_house50k_infl2_0_r6_0,66,85000.0,80000.0,10000.0,50000.0,2.0,6.0,0.0,337.2865901157168,21.51112579657632,358.79771591229314
ret67_p60k_sp60k_kids10k_house50k_infl2_0_r6_0,67,60000.0,60000.0,10000.0,50000.0,2.0,6.0,0.0,337.2865901157168,21.51112579657632,358.79771591229314
ret67_p70k_sp60k_kids10k_house50k_infl2_0_r6_0,67,70000.0,60000.0,10000.0,50000.0,2.0,6.0,0.0,337.2865901157168,21.51112579657632,358.79771591229314
ret67_p85k_sp60k_kids10k_house50k_infl2_0_r6_0,67,85000.0,60000.0,10000.0,50000.0,2.0,6.0,0.0,337.2865901157168,21.51112579657632,358.79771591229314
ret67_p85k_sp80k_kids10k_house50k_infl2_0_r6_0,67,85000.0,80000.0,10000.0,50000.0,2.0,6.0,0.0,337.2865901157168,21.51112579657632,358.79771591229314
ret64_p60k_sp60k_kids10k_house0k_infl2_0_r4_0,64,60000.0,60000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret64_p70k_sp60k_kids10k_house0k_infl2_0_r4_0,64,70000.0,60000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret64_p85k_sp60k_kids10k_house0k_infl2_0_r4_0,64,85000.0,60000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret64_p85k_sp80k_kids10k_house0k_infl2_0_r4_0,64,85000.0,80000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret65_p60k_sp60k_kids10k_house0k_infl2_0_r4_0,65,60000.0,60000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret65_p70k_sp60k_kids10k_house0k_infl2_0_r4_0,65,70000.0,60000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret65_p85k_sp60k_kids10k_house0k_infl2_0_r4_0,65,85000.0,60000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret65_p85k_sp80k_kids10k_house0k_infl2_0_r4_0,65,85000.0,80000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret66_p60k_sp60k_kids10k_house0k_infl2_0_r4_0,66,60000.0,60000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret66_p70k_sp60k_kids10k_house0k_infl2_0_r4_0,66,70000.0,60000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret66_p85k_sp60k_kids10k_house0k_infl2_0_r4_0,66,85000.0,60000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret66_p85k_sp80k_kids10k_house0k_infl2_0_r4_0,66,85000.0,80000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret67_p60k_sp60k_kids10k_house0k_infl2_0_r4_0,67,60000.0,60000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret67_p70k_sp60k_kids10k_house0k_infl2_0_r4_0,67,70000.0,60000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret67_p85k_sp60k_kids10k_house0k_infl2_0_r4_0,67,85000.0,60000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret67_p85k_sp80k_kids10k_house0k_infl2_0_r4_0,67,85000.0,80000.0,10000.0,0.0,2.0,4.0,0.0,361.3168561578839,0.0,361.3168561578839
ret66_p70k_sp80k_kids10k_house0k_infl1_5_r8_0,66,70000.0,80000.0,10000.0,0.0,1.5,8.0,62.74960995475414,304.63512792343136,0.0,367.3847378781855
ret66_p70k_sp80k_kids10k_house50k_infl1_5_r8_0,66,70000.0,80000.0,10000.0,50000.0,1.5,8.0,62.74960995475414,304.63512792343136,0.0,367.3847378781855
ret64_p60k_sp60k_kids10k_house50k_infl2_5_r8_0,64,60000.0,60000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret64_p70k_sp60k_kids10k_house50k_infl2_5_r8_0,64,70000.0,60000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret64_p85k_sp60k_kids10k_house50k_infl2_5_r8_0,64,85000.0,60000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret64_p85k_sp80k_kids10k_house50k_infl2_5_r8_0,64,85000.0,80000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret65_p60k_sp60k_kids10k_house50k_infl2_5_r8_0,65,60000.0,60000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret65_p70k_sp60k_kids10k_house50k_infl2_5_r8_0,65,70000.0,60000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret65_p85k_sp60k_kids10k_house50k_infl2_5_r8_0,65,85000.0,60000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret65_p85k_sp80k_kids10k_house50k_infl2_5_r8_0,65,85000.0,80000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret66_p60k_sp60k_kids10k_house50k_infl2_5_r8_0,66,60000.0,60000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret66_p70k_sp60k_kids10k_house50k_infl2_5_r8_0,66,70000.0,60000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret66_p85k_sp60k_kids10k_house50k_infl2_5_r8_0,66,85000.0,60000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret66_p85k_sp80k_kids10k_house50k_infl2_5_r8_0,66,85000.0,80000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret67_p60k_sp60k_kids10k_house50k_infl2_5_r8_0,67,60000.0,60000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret67_p70k_sp60k_kids10k_house50k_infl2_5_r8_0,67,70000.0,60000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret67_p85k_sp60k_kids10k_house50k_infl2_5_r8_0,67,85000.0,60000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret67_p85k_sp80k_kids10k_house50k_infl2_5_r8_0,67,85000.0,80000.0,10000.0,50000.0,2.5,8.0,0.0,325.642402483142,43.457117634302726,369.09952011744474
ret64_p60k_sp60k_kids10k_house0k_infl2_5_r4_0,64,60000.0,60000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret64_p70k_sp60k_kids10k_house0k_infl2_5_r4_0,64,70000.0,60000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret64_p85k_sp60k_kids10k_house0k_infl2_5_r4_0,64,85000.0,60000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret64_p85k_sp80k_kids10k_house0k_infl2_5_r4_0,64,85000.0,80000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret65_p60k_sp60k_kids10k_house0k_infl2_5_r4_0,65,60000.0,60000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret65_p70k_sp60k_kids10k_house0k_infl2_5_r4_0,65,70000.0,60000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret65_p85k_sp60k_kids10k_house0k_infl2_5_r4_0,65,85000.0,60000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret65_p85k_sp80k_kids10k_house0k_infl2_5_r4_0,65,85000.0,80000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret66_p60k_sp60k_kids10k_house0k_infl2_5_r4_0,66,60000.0,60000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret66_p70k_sp60k_kids10k_house0k_infl2_5_r4_0,66,70000.0,60000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret66_p85k_sp60k_kids10k_house0k_infl2_5_r4_0,66,85000.0,60000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret66_p85k_sp80k_kids10k_house0k_infl2_5_r4_0,66,85000.0,80000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret67_p60k_sp60k_kids10k_house0k_infl2_5_r4_0,67,60000.0,60000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret67_p70k_sp60k_kids10k_house0k_infl2_5_r4_0,67,70000.0,60000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret67_p85k_sp60k_kids10k_house0k_infl2_5_r4_0,67,85000.0,60000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret67_p85k_sp80k_kids10k_house0k_infl2_5_r4_0,67,85000.0,80000.0,10000.0,0.0,2.5,4.0,0.0,373.7609392121834,0.0,373.7609392121834
ret64_p60k_sp60k_kids10k_house50k_infl2_0_r4_0,64,60000.0,60000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret64_p70k_sp60k_kids10k_house50k_infl2_0_r4_0,64,70000.0,60000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret64_p85k_sp60k_kids10k_house50k_infl2_0_r4_0,64,85000.0,60000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret64_p85k_sp80k_kids10k_house50k_infl2_0_r4_0,64,85000.0,80000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret65_p60k_sp60k_kids10k_house50k_infl2_0_r4_0,65,60000.0,60000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret65_p70k_sp60k_kids10k_house50k_infl2_0_r4_0,65,70000.0,60000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret65_p85k_sp60k_kids10k_house50k_infl2_0_r4_0,65,85000.0,60000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret65_p85k_sp80k_kids10k_house50k_infl2_0_r4_0,65,85000.0,80000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret66_p60k_sp60k_kids10k_house50k_infl2_0_r4_0,66,60000.0,60000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret66_p70k_sp60k_kids10k_house50k_infl2_0_r4_0,66,70000.0,60000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret66_p85k_sp60k_kids10k_house50k_infl2_0_r4_0,66,85000.0,60000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret66_p85k_sp80k_kids10k_house50k_infl2_0_r4_0,66,85000.0,80000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret67_p60k_sp60k_kids10k_house50k_infl2_0_r4_0,67,60000.0,60000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret67_p70k_sp60k_kids10k_house50k_infl2_0_r4_0,67,70000.0,60000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret67_p85k_sp60k_kids10k_house50k_infl2_0_r4_0,67,85000.0,60000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret67_p85k_sp80k_kids10k_house50k_infl2_0_r4_0,67,85000.0,80000.0,10000.0,50000.0,2.0,4.0,0.0,361.3168561578839,21.51112579657632,382.8279819544602
ret64_p60k_sp60k_kids10k_house50k_infl2_5_r6_0,64,60000.0,60000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret64_p70k_sp60k_kids10k_house50k_infl2_5_r6_0,64,70000.0,60000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret64_p85k_sp60k_kids10k_house50k_infl2_5_r6_0,64,85000.0,60000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret64_p85k_sp80k_kids10k_house50k_infl2_5_r6_0,64,85000.0,80000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret65_p60k_sp60k_kids10k_house50k_infl2_5_r6_0,65,60000.0,60000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret65_p70k_sp60k_kids10k_house50k_infl2_5_r6_0,65,70000.0,60000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret65_p85k_sp60k_kids10k_house50k_infl2_5_r6_0,65,85000.0,60000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret65_p85k_sp80k_kids10k_house50k_infl2_5_r6_0,65,85000.0,80000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret66_p60k_sp60k_kids10k_house50k_infl2_5_r6_0,66,60000.0,60000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret66_p70k_sp60k_kids10k_house50k_infl2_5_r6_0,66,70000.0,60000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret66_p85k_sp60k_kids10k_house50k_infl2_5_r6_0,66,85000.0,60000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret66_p85k_sp80k_kids10k_house50k_infl2_5_r6_0,66,85000.0,80000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret67_p60k_sp60k_kids10k_house50k_infl2_5_r6_0,67,60000.0,60000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret67_p70k_sp60k_kids10k_house50k_infl2_5_r6_0,67,70000.0,60000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret67_p85k_sp60k_kids10k_house50k_infl2_5_r6_0,67,85000.0,60000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret67_p85k_sp80k_kids10k_house50k_infl2_5_r6_0,67,85000.0,80000.0,10000.0,50000.0,2.5,6.0,0.0,348.8086459523704,43.457117634302726,392.26576358667313
ret65_p70k_sp80k_kids10k_house0k_infl1_5_r8_0,65,70000.0,80000.0,10000.0,0.0,1.5,8.0,91.02548953770996,304.63512792343136,0.0,395.6606174611413
ret65_p70k_sp80k_kids10k_house50k_infl1_5_r8_0,65,70000.0,80000.0,10000.0,50000.0,1.5,8.0,91.02548953770996,304.63512792343136,0.0,395.6606174611413
ret67_p70k_sp80k_kids10k_house0k_infl2_0_r8_0,67,70000.0,80000.0,10000.0,0.0,2.0,8.0,97.53571745815357,314.97073864002994,0.0,412.5064560981835
ret64_p60k_sp60k_kids10k_house50k_infl2_5_r4_0,64,60000.0,60000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret64_p70k_sp60k_kids10k_house50k_infl2_5_r4_0,64,70000.0,60000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret64_p85k_sp60k_kids10k_house50k_infl2_5_r4_0,64,85000.0,60000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret64_p85k_sp80k_kids10k_house50k_infl2_5_r4_0,64,85000.0,80000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret65_p60k_sp60k_kids10k_house50k_infl2_5_r4_0,65,60000.0,60000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret65_p70k_sp60k_kids10k_house50k_infl2_5_r4_0,65,70000.0,60000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret65_p85k_sp60k_kids10k_house50k_infl2_5_r4_0,65,85000.0,60000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret65_p85k_sp80k_kids10k_house50k_infl2_5_r4_0,65,85000.0,80000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret66_p60k_sp60k_kids10k_house50k_infl2_5_r4_0,66,60000.0,60000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret66_p70k_sp60k_kids10k_house50k_infl2_5_r4_0,66,70000.0,60000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret66_p85k_sp60k_kids10k_house50k_infl2_5_r4_0,66,85000.0,60000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret66_p85k_sp80k_kids10k_house50k_infl2_5_r4_0,66,85000.0,80000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret67_p60k_sp60k_kids10k_house50k_infl2_5_r4_0,67,60000.0,60000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret67_p70k_sp60k_kids10k_house50k_infl2_5_r4_0,67,70000.0,60000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret67_p85k_sp60k_kids10k_house50k_infl2_5_r4_0,67,85000.0,60000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret67_p85k_sp80k_kids10k_house50k_infl2_5_r4_0,67,85000.0,80000.0,10000.0,50000.0,2.5,4.0,0.0,373.7609392121834,43.457117634302726,417.21805684648615
ret64_p70k_sp80k_kids10k_house0k_infl1_5_r8_0,64,70000.0,80000.0,10000.0,0.0,1.5,8.0,121.7987562525648,304.63512792343136,0.0,426.4338841759962
ret64_p70k_sp80k_kids10k_house50k_infl1_5_r8_0,64,70000.0,80000.0,10000.0,50000.0,1.5,8.0,121.7987562525648,304.63512792343136,0.0,426.4338841759962
ret67_p70k_sp80k_kids10k_house50k_infl2_0_r8_0,67,70000.0,80000.0,10000.0,50000.0,2.0,8.0,97.53571745815357,314.97073864002994,21.51112579657632,434.0175818947598
ret66_p70k_sp80k_kids10k_house0k_infl2_0_r8_0,66,70000.0,80000.0,10000.0,0.0,2.0,8.0,125.68081442077677,314.97073864002994,0.0,440.6515530608067
ret66_p70k_sp80k_kids10k_house50k_infl2_0_r8_0,66,70000.0,80000.0,10000.0,50000.0,2.0,8.0,125.68081442077677,314.97073864002994,21.51112579657632,462.162678857383
ret65_p70k_sp80k_kids10k_house0k_infl2_0_r8_0,65,70000.0,80000.0,10000.0,0.0,2.0,8.0,156.11600813548583,314.97073864002994,0.0,471.08674677551573
ret65_p70k_sp80k_kids10k_house50k_infl2_0_r8_0,65,70000.0,80000.0,10000.0,50000.0,2.0,8.0,156.11600813548583,314.97073864002994,21.51112579657632,492.59787257209206
ret67_p70k_sp80k_kids10k_house0k_infl2_5_r8_0,67,70000.0,80000.0,10000.0,0.0,2.5,8.0,167.30250226121277,325.642402483142,0.0,492.94490474435474
ret64_p70k_sp80k_kids10k_house0k_infl2_0_r8_0,64,70000.0,80000.0,10000.0,0.0,2.0,8.0,189.09569894528414,314.97073864002994,0.0,504.0664375853141
ret66_p70k_sp80k_kids10k_house0k_infl2_5_r8_0,66,70000.0,80000.0,10000.0,0.0,2.5,8.0,197.5170092203806,325.642402483142,0.0,523.1594117035226
ret64_p70k_sp80k_kids10k_house50k_infl2_0_r8_0,64,70000.0,80000.0,10000.0,50000.0,2.0,8.0,189.09569894528414,314.97073864002994,21.51112579657632,525.5775633818904
ret67_p70k_sp80k_kids10k_house50k_infl2_5_r8_0,67,70000.0,80000.0,10000.0,50000.0,2.5,8.0,167.30250226121277,325.642402483142,43.457117634302726,536.4020223786575
ret67_p85k_sp100k_kids10k_house0k_infl1_5_r8_0,67,85000.0,100000.0,10000.0,0.0,1.5,8.0,235.26445339729787,304.63512792343136,0.0,539.8995813207292
ret67_p85k_sp100k_kids10k_house50k_infl1_5_r8_0,67,85000.0,100000.0,10000.0,50000.0,1.5,8.0,235.26445339729787,304.63512792343136,0.0,539.8995813207292
ret65_p70k_sp80k_kids10k_house0k_infl2_5_r8_0,65,70000.0,80000.0,10000.0,0.0,2.5,8.0,230.05377508483025,325.642402483142,0.0,555.6961775679722
ret66_p70k_sp80k_kids10k_house50k_infl2_5_r8_0,66,70000.0,80000.0,10000.0,50000.0,2.5,8.0,197.5170092203806,325.642402483142,43.457117634302726,566.6165293378253
ret66_p85k_sp100k_kids10k_house0k_infl1_5_r8_0,66,85000.0,100000.0,10000.0,0.0,1.5,8.0,276.0645224914442,304.63512792343136,0.0,580.6996504148756
ret66_p85k_sp100k_kids10k_house50k_infl1_5_r8_0,66,85000.0,100000.0,10000.0,50000.0,1.5,8.0,276.0645224914442,304.63512792343136,0.0,580.6996504148756
ret64_p70k_sp80k_kids10k_house0k_infl2_5_r8_0,64,70000.0,80000.0,10000.0,0.0,2.5,8.0,265.16601963682456,325.642402483142,0.0,590.8084221199665
ret67_p70k_sp80k_kids10k_house0k_infl1_5_r6_0,67,70000.0,80000.0,10000.0,0.0,1.5,6.0,267.0499991167492,326.13105456410335,0.0,593.1810536808525
ret67_p70k_sp80k_kids10k_house50k_infl1_5_r6_0,67,70000.0,80000.0,10000.0,50000.0,1.5,6.0,267.0499991167492,326.13105456410335,0.0,593.1810536808525
ret65_p70k_sp80k_kids10k_house50k_infl2_5_r8_0,65,70000.0,80000.0,10000.0,50000.0,2.5,8.0,230.05377508483025,325.642402483142,43.457117634302726,599.153295202275
ret66_p70k_sp80k_kids10k_house0k_infl1_5_r6_0,66,70000.0,80000.0,10000.0,0.0,1.5,6.0,296.1434020201701,326.13105456410335,0.0,622.2744565842734
ret66_p70k_sp80k_kids10k_house50k_infl1_5_r6_0,66,70000.0,80000.0,10000.0,50000.0,1.5,6.0,296.1434020201701,326.13105456410335,0.0,622.2744565842734
ret65_p85k_sp100k_kids10k_house0k_infl1_5_r8_0,65,85000.0,100000.0,10000.0,0.0,1.5,8.0,320.40692321342783,304.63512792343136,0.0,625.0420511368592
ret65_p85k_sp100k_kids10k_house50k_infl1_5_r8_0,65,85000.0,100000.0,10000.0,50000.0,1.5,8.0,320.40692321342783,304.63512792343136,0.0,625.0420511368592
ret64_p70k_sp80k_kids10k_house50k_infl2_5_r8_0,64,70000.0,80000.0,10000.0,50000.0,2.5,8.0,265.16601963682456,325.642402483142,43.457117634302726,634.2655397542693
ret67_p85k_sp100k_kids10k_house0k_infl2_0_r8_0,67,85000.0,100000.0,10000.0,0.0,2.0,8.0,326.49368644761006,314.97073864002994,0.0,641.4644250876399
ret65_p70k_sp80k_kids10k_house0k_infl1_5_r6_0,65,70000.0,80000.0,10000.0,0.0,1.5,6.0,327.46587222545446,326.13105456410335,0.0,653.5969267895578
ret65_p70k_sp80k_kids10k_house50k_infl1_5_r6_0,65,70000.0,80000.0,10000.0,50000.0,1.5,6.0,327.46587222545446,326.13105456410335,0.0,653.5969267895578
ret67_p85k_sp100k_kids10k_house50k_infl2_0_r8_0,67,85000.0,100000.0,10000.0,50000.0,2.0,8.0,326.49368644761006,314.97073864002994,21.51112579657632,662.9755508842163
ret64_p85k_sp100k_kids10k_house0k_infl1_5_r8_0,64,85000.0,100000.0,10000.0,0.0,1.5,8.0,368.6961464219954,304.63512792343136,0.0,673.3312743454268
ret64_p85k_sp100k_kids10k_house50k_infl1_5_r8_0,64,85000.0,100000.0,10000.0,50000.0,1.5,8.0,368.6961464219954,304.63512792343136,0.0,673.3312743454268
ret66_p85k_sp100k_kids10k_house0k_infl2_0_r8_0,66,85000.0,100000.0,10000.0,0.0,2.0,8.0,370.4613291904777,314.97073864002994,0.0,685.4320678305077
ret64_p70k_sp80k_kids10k_house0k_infl1_5_r6_0,64,70000.0,80000.0,10000.0,0.0,1.5,6.0,361.2679936254049,326.13105456410335,0.0,687.3990481895082
ret64_p70k_sp80k_kids10k_house50k_infl1_5_r6_0,64,70000.0,80000.0,10000.0,50000.0,1.5,6.0,361.2679936254049,326.13105456410335,0.0,687.3990481895082
ret67_p70k_sp80k_kids10k_house0k_infl2_0_r6_0,67,70000.0,80000.0,10000.0,0.0,2.0,6.0,353.66385291574613,337.2865901157168,0.0,690.950443031463
ret66_p85k_sp100k_kids10k_house50k_infl2_0_r8_0,66,85000.0,100000.0,10000.0,50000.0,2.0,8.0,370.4613291904777,314.97073864002994,21.51112579657632,706.9431936270839
ret67_p70k_sp80k_kids10k_house50k_infl2_0_r6_0,67,70000.0,80000.0,10000.0,50000.0,2.0,6.0,353.66385291574613,337.2865901157168,21.51112579657632,712.4615688280393
ret66_p70k_sp80k_kids10k_house0k_infl2_0_r6_0,66,70000.0,80000.0,10000.0,0.0,2.0,6.0,384.4581463731253,337.2865901157168,0.0,721.7447364888421
ret65_p85k_sp100k_kids10k_house0k_infl2_0_r8_0,65,85000.0,100000.0,10000.0,0.0,2.0,8.0,418.04270111009185,314.97073864002994,0.0,733.0134397501217
ret67_p60k_sp80k_kids10k_house0k_infl1_5_r8_0,67,60000.0,80000.0,10000.0,0.0,1.5,8.0,433.8126780366502,304.63512792343136,0.0,738.4478059600816
ret67_p60k_sp80k_kids10k_house50k_infl1_5_r8_0,67,60000.0,80000.0,10000.0,50000.0,1.5,8.0,433.8126780366502,304.63512792343136,0.0,738.4478059600816
ret66_p70k_sp80k_kids10k_house50k_infl2_0_r6_0,66,70000.0,80000.0,10000.0,50000.0,2.0,6.0,384.4581463731253,337.2865901157168,21.51112579657632,743.2558622854185
ret65_p85k_sp100k_kids10k_house50k_infl2_0_r8_0,65,85000.0,100000.0,10000.0,50000.0,2.0,8.0,418.04270111009185,314.97073864002994,21.51112579657632,754.5245655466981
